"Year","CITATION","SAMPLE NAME","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE, PREFIX","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","RIM/CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","METHOD","COMMENT","INSTITUTION","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","LOI(WT%)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","PB(PPM)","TH(PPM)","TH(PPM)","U(PPM)","ND143_ND144","SM147_ND144","PB207_PB206","PB208_PB206","PB206_U238","ALBITE(MOL%)","ANORTHITE(MOL%)","ORTHOCLASE(MOL%)","ULVOSPINEL(MOL%)","AGE(MA)",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","1-1","","PRIMARY","PB206_U238 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","762",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","2-1","","PRIMARY","PB206_U238 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","3-1","","PRIMARY","PB206_U238 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","546",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","1-1","","PRIMARY","PB207_U235 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","786",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","2-1","","PRIMARY","PB207_U235 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","856",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","3-1","","PRIMARY","PB207_U235 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","546",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","1-1","","PRIMARY","PB207_PB206 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","854",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","2-1","","PRIMARY","PB207_PB206 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","859",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","MINERAL / COMPONENT (INCL. GROUNDMASS)","ZIRCON","3-1","","PRIMARY","PB207_PB206 AGE","","CURTIN UNIVERSITY OF TECHNOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","545",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN011B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.751","3.799","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN013A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.036","6.233","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN017B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.51","4.289","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN019C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANDESITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.802","5.564","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN021A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.213","5.392","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.141","4.59","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN064B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.511","2.15","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN068A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.121","4.16","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN069A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS_ID","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.809","3.073","","","","","","","","","","","","","","","","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN011B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512748","0.167","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN013A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512585","0.1394","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN013A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512543","","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN017B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512657","0.1481","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN019C","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANDESITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512679","0.1543","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN021A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","DACITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512535","0.1293","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN026A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","RHYOLITE","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512525","0.1312","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN064B","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512765","0.1731","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN068A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512657","0.156","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN069A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512663","0.1573","","","","","","","","",
"2002"," [11391] TEKLAY M.(2002)","samp. ERN069A","ARABIAN-NUBIAN SHIELD (NEOPROTEROZOIC) / ETHIOPIA / NAKFA TERRANE","NAFKA AREA","16.5","38.5","16.5","38.5","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","METAVOLCANIC ROCK","850000000","850000000","PROTEROZOIC","UPPER","GREENSCHIST-FACIES METAMORPHISM","WHOLE ROCK","","","","","TIMS","","MAX-PLANCK-INSTITUT FUER CHEMIE MAINZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512636","","","","","","","","","",
"2006"," [11697] ZANETTIN B.(2006)","samp. ER 52","ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU / ALAJI FORMATION","ASMARA","15.33","38.93","15.33","38.93","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","","","","CENOZOIC","","","WHOLE ROCK","","","","","AR-AR","","UNIVERSITÀ DEGLI STUDI DI PADOVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.6",
"2006"," [11697] ZANETTIN B.(2006)","samp. ER 52","ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU / ALAJI FORMATION","ASMARA","15.33","38.93","15.33","38.93","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","","","","CENOZOIC","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","CORE","PRIMARY","EMP (EPMA)","","UNIVERSITÀ DEGLI STUDI DI PADOVA","66.62","","19.38","","","0.22","0.44","","","6.45","7.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.09","2.12","36.79","","",
"2006"," [11697] ZANETTIN B.(2006)","samp. ER 52","ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU / ALAJI FORMATION","ASMARA","15.33","38.93","15.33","38.93","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","","","","CENOZOIC","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FELDSPAR","","RIM","PRIMARY","EMP (EPMA)","","UNIVERSITÀ DEGLI STUDI DI PADOVA","66.62","","19.2","","","0.44","0.29","","","4.98","8.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.14","1.39","28.46","","",
"2006"," [11697] ZANETTIN B.(2006)","samp. ER 52","ETHIOPIAN PLATEAU / NORTHERN ETHIOPIAN PLATEAU / ALAJI FORMATION","ASMARA","15.33","38.93","15.33","38.93","OUTCROP","SUBAERIAL","VOLCANIC ROCK","BASALT","","","","CENOZOIC","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","TITANO-MAGNETITE","","RIM","PRIMARY","EMP (EPMA)","","UNIVERSITÀ DEGLI STUDI DI PADOVA","0.49","9.22","0.06","0","","78.29","","0.02","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.04","",

Download from GEOROC - Geochemical Database
Date of Query: May 21. 2011
Please note: There is a List of your Query Criteria at the End of this sheet.

"[11391] TEKLAY M., KRÖNER A., MEZGER J. E. ; ENRICHMENT FROM PLUME INTERACTION IN THE GENERATION OF NEOPROTEROZOIC ARC ROCKS IN NORTHERN ERITREA: IMPLICATIONS FOR CRUSTAL ACCRETION IN THE SOUTHERN ARABIAN-NUBIAN SHIELD ; CHEM. GEOL. 184 [2002] 167-184"
"[11697] ZANETTIN B., BELLIENI G., VISENTIN E. J. ; NEW RADIOMETRIC AGE OF VOLCANIC ROCKS IN THE CENTRAL ERITREAN PLATEAU (FROM ASMARA TO ADI QUALA): CONSIDERATIONS ON STRATIGRAPHY AND CORRELATIONS ; J. AFR. EARTH SCI. 45 [2006] 156-161"

Criteria:
"QUERY BY GEOGRAPHY: LONG.-MAX/MIN 38.9905/37.0129 | LAT.-MAX/MIN 16.6678/14.9448"
"SAMPLE CRITERIA (COMBINED WITH AND):"
"SAMPLING TECHNIQUE: OUTCROP"
"ITEMS: AL2O3,CAO,CR2O3,FE2O3T,FEOT,K2O,LOI,MGO,MNO,NA2O,P2O5,SIO2,TIO2,BA,CO,CR,CS,CU,GA,HF,NB,NI,PB,RB,SC,SR,TH,U,V,Y,ZN,ZR,CE,DY,ER,EU,GD,HO,LA,LU,ND,PR,SM,TB,TM,YB,ND143_ND144,PB206_U238,PB207_PB206,PB208_PB206,SM147_ND144,AB,AN,OR,ULV,AGE (WITH ANALYTICAL DATA)"
"METADATA: LOCATION, LOCATION_COMMENT, LATITUDE_MIN, LONGITUDE_MIN, LATITUDE_MAX, LONGITUDE_MAX, SAMP_TECHNIQUE, LAND_OR_SEA, ROCK_TYPE, ROCK_CLASS, SAMPLE_COMMENT, AGE_MIN, AGE_MAX, GEOL_AGE, GEOL_AGE_PREFIX, ALTERATION_TYPE, MATERIAL, MINERAL, SPOT_ID, RIM_OR_CORE_MIN, PRIM_OR_SEC"
